jugador,posicion,seleccion,edad,anio_nacimiento,partidos_jugados,minutos,minutos_por_partido,pct_minutos_equipo,partidos_90,titularidades,minutos_por_titularidad,partidos_completos,apariciones_suplente,minutos_por_sustitucion,suplente_no_utilizado,puntos_por_partido,goles_favor_en_cancha,goles_contra_en_cancha,diferencial,diferencial_por90,diferencial_neto_con_sin,id_jugador,club,goles,asistencias,goles_mas_asistencias,goles_sin_penal,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,goles_por90,asistencias_por90,goles_asist_por90,goles_sin_penal_por90,goles_asist_sin_penal_por90,disparos,disparos_arco,pct_disparos_arco,disparos_por90,disparos_arco_por90,goles_por_disparo,goles_por_disparo_arco,doble_amarilla,faltas_cometidas,faltas_recibidas,offsides,centros,intercepciones,entradas_ganadas,penales_ganados,penales_concedidos,autogoles,goles_recibidos,goles_recibidos_por90,disparos_arco_recibidos,atajadas,pct_atajadas,victorias_portero,empates_portero,derrotas_portero,arco_en_cero,pct_arco_en_cero,penales_enfrentados_portero,penales_recibidos_portero,penales_atajados,penales_fallados_rival,pct_atajadas_penales
Thomas Meunier,DF,Belgium,34,1991,3,190.0,63.0,33.3,2.1,2,74.0,1,1,43.0,3,1.67,4.0,1.0,3.0,1.42,0.47,e162b013,Lille,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.47,2.0,1.0,50.0,0.95,0.47,0.0,0.0,0.0,9.0,0.0,0.0,7.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Liam Millar,MF,Canada,26,1999,3,162.0,54.0,36.0,1.8,2,65.0,0,1,33.0,2,1.33,1.0,1.0,0.0,0.0,-0.94,983515f8,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.56,0.0,0.0,,0.0,3.0,1.0,0.0,10.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,
Roderick Miller,DF,Panama,34,1992,0,,,,,0,,0,0,,3,,,,,,,2b80837f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Min-jae,DF,Korea Republic,29,1996,3,245.0,82.0,90.7,2.7,3,82.0,2,0,,0,1.0,2.0,3.0,-1.0,-0.37,-0.37,e0f8151c,Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.37,0.37,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Yerry Mina,DF,Colombia,31,1994,1,2.0,2.0,0.4,0.0,0,,0,1,2.0,4,1.0,0.0,0.0,0.0,0.0,-0.75,6d5701f2,Cagliari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Alan Minda,MF,Ecuador,23,2003,1,55.0,55.0,15.3,0.6,1,55.0,0,0,,3,0.0,0.0,0.0,0.0,0.0,0.59,9cfd5b00,Atlético Mineiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.27,0.0,0.0,,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Aubrey Modiba,DF,South Africa,30,1995,4,346.0,87.0,96.1,3.8,4,87.0,3,0,,0,1.0,2.0,4.0,-2.0,-0.52,-0.52,bb1f97f2,Sundowns,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.3,0.26,0.0,0.0,0.0,4.0,6.0,2.0,11.0,4.0,5.0,,,0.0,,,,,,,,,,,,,,,
Luka Modrić,MF,Croatia,40,1985,4,317.0,79.0,88.1,3.5,4,79.0,2,0,,0,1.5,6.0,6.0,0.0,0.0,2.09,6025fab1,Milan,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28,0.28,0.0,0.28,1.0,0.0,0.0,0.28,0.0,0.0,,0.0,4.0,3.0,0.0,11.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,
Relebohile Mofokeng,MF,South Africa,21,2004,3,169.0,56.0,46.9,1.9,2,62.0,0,1,45.0,1,1.33,2.0,0.0,2.0,1.07,2.95,25c3fb97,Orlando Pirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.6,0.53,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Shahriar Moghanlou,FW,IR Iran,31,1994,3,88.0,29.0,32.6,1.0,1,52.0,0,2,18.0,0,1.0,1.0,1.0,0.0,0.0,0.0,92f69be8,Al-Ittihad Kalba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.07,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Milad Mohammadi,DF,IR Iran,32,1993,3,205.0,68.0,75.9,2.3,2,90.0,2,1,25.0,0,1.0,3.0,3.0,0.0,0.0,0.0,740a0e28,Persepolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.44,0.44,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,
Mohammad Mohebi,MF,IR Iran,27,1998,3,244.0,81.0,90.4,2.7,3,81.0,1,0,,0,1.0,3.0,3.0,0.0,0.0,0.0,7b6b53c3,Rostov,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,2.0,1.0,50.0,0.74,0.37,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Johan Mojica,DF,Colombia,33,1992,4,390.0,98.0,81.3,4.3,4,98.0,4,0,,1,2.5,5.0,1.0,4.0,0.92,0.92,608f2092,Mallorca,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,0.69,0.46,0.0,0.0,0.0,1.0,7.0,1.0,11.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,
Teboho Mokoena,MF,South Africa,29,1997,3,270.0,90.0,75.0,3.0,3,90.0,3,0,,0,0.33,1.0,4.0,-3.0,-1.0,-2.0,00029b1e,Sundowns,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.33,0.0,0.33,0.0,0.0,4.0,2.0,50.0,1.33,0.67,0.0,0.0,0.0,3.0,6.0,0.0,5.0,5.0,3.0,,,0.0,,,,,,,,,,,,,,,
Nahuel Molina,DF,Argentina,28,1998,7,528.0,75.0,65.2,5.9,5,84.0,1,2,54.0,1,2.57,7.0,7.0,0.0,0.0,-3.51,23610943,Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.0,0.0,,0.0,3.0,0.0,1.0,5.0,8.0,3.0,,,0.0,,,,,,,,,,,,,,,
Jamiro Monteiro,MF,Cabo Verde,32,1993,4,281.0,70.0,72.1,3.1,3,76.0,0,1,54.0,0,0.75,3.0,4.0,-1.0,-0.32,-0.32,d384bddd,Zwolle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.6,0.32,0.0,0.0,0.0,4.0,2.0,0.0,7.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,
César Montes,DF,Mexico,29,1997,4,314.0,79.0,69.8,3.5,4,79.0,2,0,,0,2.25,8.0,2.0,6.0,1.72,1.06,28e957d7,Loko Moscow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.29,0.29,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Gonzalo Montiel,DF,Argentina,29,1997,6,192.0,32.0,23.7,2.1,2,51.0,0,4,23.0,2,2.5,9.0,0.0,9.0,4.22,3.93,374d5158,River Plate,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.47,0.47,0.0,0.47,1.0,0.0,0.0,0.47,0.0,0.0,,0.0,4.0,2.0,0.0,4.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,
Kim Moon-hwan,MF,Korea Republic,30,1995,1,70.0,70.0,25.9,0.8,1,70.0,0,0,,2,0.0,0.0,1.0,-1.0,-1.29,-1.29,6bce7dd8,Daejeon Hana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Gilberto Mora,MF,Mexico,17,2008,4,213.0,53.0,47.3,2.4,3,63.0,0,1,25.0,1,2.25,6.0,3.0,3.0,1.27,-0.25,69c9ffe8,Tijuana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.11,0.0,0.0,,0.0,3.0,3.0,0.0,4.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Ederson Moraes,GK,Brazil,32,1993,0,,,,,0,,0,0,,5,,,,,,,3bb7b8b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Moreira,MF,Belgium,21,2004,1,58.0,58.0,10.2,0.6,0,,0,1,58.0,5,3.0,3.0,0.0,3.0,4.66,3.95,12de1b0d,Strasbourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,1.0,1.0,5.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Steven Moreira,DF,Cabo Verde,31,1994,4,301.0,75.0,77.2,3.3,3,100.0,3,1,1.0,0,0.75,4.0,5.0,-1.0,-0.3,-0.3,f10983ae,Columbus Crew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.0,0.0,,0.0,0.0,2.0,0.0,4.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,
Tshepang Moremi,MF,South Africa,25,2000,2,34.0,17.0,9.4,0.4,0,,0,2,17.0,2,1.5,1.0,1.0,0.0,0.0,0.55,546d38f9,Orlando Pirates,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,2.65,0.0,2.65,0.0,0.0,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Nikola Moro,MF,Croatia,28,1998,0,,,,,0,,0,0,,4,,,,,,,ff579c7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Mosquera,GK,Panama,31,1994,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,0.0,4.0,-4.0,-1.33,,ea34d827,Al-Fayha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,1.33,11.0,7.0,63.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
Samir El Mourabet,MF,Morocco,20,2005,5,81.0,16.0,14.2,0.9,0,,0,5,16.0,1,2.2,3.0,0.0,3.0,3.33,3.15,1a03d055,Strasbourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Samuel Moutoussamy,MF,Congo DR,29,1996,4,330.0,83.0,91.7,3.7,4,83.0,1,0,,0,1.0,3.0,5.0,-2.0,-0.55,-6.55,af0c835b,Atromitos,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.82,0.0,0.0,,0.0,8.0,1.0,0.0,1.0,1.0,8.0,,,0.0,,,,,,,,,,,,,,,
Akmal Mozgovoy,MF,Uzbekistan,27,1999,3,216.0,72.0,80.0,2.4,2,86.0,1,1,45.0,0,0.0,2.0,7.0,-5.0,-2.08,4.58,114cb95b,Pakhtakor Tashkent FK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,1.0,0.0,0.0,0.42,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,
Lionel Mpasi,GK,Congo DR,31,1994,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,5.0,0.0,0.0,,5c6b0637,Le Havre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,1.25,19.0,14.0,73.7,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Khuliso Mudau,DF,South Africa,31,1995,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,75388f92,Sundowns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,4.0,10.0,1.0,3.0,11.0,8.0,,,0.0,,,,,,,,,,,,,,,
Tarik Muharemovic,DF,Bosnia–Herz,23,2003,3,259.0,86.0,71.9,2.9,3,86.0,2,0,,0,0.33,1.0,4.0,-3.0,-1.04,-1.04,426dda23,Sassuolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.0,0.0,,0.0,5.0,2.0,0.0,1.0,8.0,1.0,,,0.0,,,,,,,,,,,,,,,
Miro Muheim,DFMF,Switzerland,28,1998,3,87.0,29.0,14.5,1.0,0,,0,3,29.0,1,0.67,0.0,3.0,-3.0,-3.1,-4.33,844c6a91,Hamburger SV,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,3.0,0.0,2.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Nihad Mujakić,DF,Bosnia–Herz,28,1998,0,,,,,0,,0,0,,4,,,,,,,8eff6286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ngal'Ayel Mukau,MF,Congo DR,21,2004,4,195.0,49.0,54.2,2.2,3,59.0,0,1,19.0,0,1.0,4.0,2.0,2.0,0.92,2.01,bb461b8a,Lille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46,0.0,0.0,,0.0,3.0,4.0,1.0,0.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,
Mert Müldür,DF,Türkiye,27,1999,3,101.0,34.0,37.4,1.1,1,90.0,1,2,6.0,0,1.0,1.0,1.0,0.0,0.0,1.07,1295552e,Fenerbahçe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.67,0.0,0.0,,0.0,1.0,2.0,0.0,6.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,
Abdul Mumin,DF,Ghana,28,1998,0,,,,,0,,0,0,,4,,,,,,,5487adcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munir,GK,Morocco,37,1989,0,,,,,0,,0,0,,6,,,,,,,fc8287db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Muñoz,DF,Colombia,30,1996,5,394.0,79.0,82.1,4.4,4,98.0,4,1,4.0,0,2.2,5.0,1.0,4.0,0.91,0.91,778ef829,Crystal Palace,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,3.0,2.0,66.7,0.69,0.46,0.67,1.0,0.0,9.0,1.0,3.0,8.0,7.0,3.0,,,0.0,,,,,,,,,,,,,,,
Víctor Muñoz,MF,Spain,22,2003,0,,,,,0,,0,0,,8,,,,,,,f8b5680f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammed Muntari,FW,Qatar,32,1993,0,,,,,0,,0,0,,3,,,,,,,da38f46e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Musa,FW,Croatia,28,1998,2,110.0,55.0,30.6,1.2,2,55.0,0,0,,2,1.5,2.0,3.0,-1.0,-0.82,-0.82,4567a0b4,FC Dallas,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.82,0.0,0.82,0.82,0.82,1.0,1.0,100.0,0.82,0.82,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Jamal Musiala,MF,Germany,23,2003,4,270.0,68.0,69.2,3.0,3,71.0,1,1,58.0,0,1.75,5.0,4.0,1.0,0.33,-3.42,2c0558b8,Bayern Munich,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,6.0,1.0,16.7,2.0,0.33,0.17,1.0,0.0,5.0,11.0,0.0,5.0,1.0,5.0,,,0.0,,,,,,,,,,,,,,,
Fernando Muslera,GK,Uruguay,39,1986,3,225.0,75.0,83.3,2.5,3,75.0,2,0,,0,0.67,3.0,4.0,-1.0,-0.4,-0.4,a2abe631,Galatasaray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,1.6,8.0,4.0,50.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Juan Musso,GK,Argentina,32,1994,0,,,,,0,,0,0,,8,,,,,,,a111cf41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yvon Mvogo,GK,Switzerland,32,1994,0,,,,,0,,0,0,,6,,,,,,,dc29b608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillipp Mwene,DF,Austria,32,1994,2,147.0,74.0,40.8,1.6,2,74.0,0,0,,2,2.0,3.0,3.0,0.0,0.0,1.27,2ff76adc,Mainz 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.61,0.0,0.0,,0.0,1.0,1.0,0.0,6.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,
David Møller Wolfe,DF,Norway,24,2002,5,430.0,86.0,75.4,4.8,5,86.0,2,0,,1,2.4,10.0,5.0,5.0,1.05,2.98,9affc5f2,Wolves,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,0.0,0.0,,0.0,0.0,,,0.0,7.0,2.0,0.0,5.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,
Obite N'Dicka,DF,Côte d'Ivoire,26,1999,0,,,,,0,,0,0,,4,,,,,,,441197b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yūto Nagatomo,DFMF,Japan,39,1986,1,16.0,16.0,4.4,0.2,0,,0,1,16.0,3,1.0,0.0,0.0,0.0,0.0,-0.78,4b6960d2,FC Tokyo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Keito Nakamura,MF,Japan,25,2000,4,307.0,77.0,85.3,3.4,4,77.0,1,0,,0,1.25,7.0,4.0,3.0,0.88,0.88,d97af612,Reims,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.29,0.29,0.59,0.29,0.59,5.0,2.0,40.0,1.47,0.59,0.2,0.5,0.0,3.0,1.0,1.0,9.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,
Abdallah Nasib,DF,Jordan,32,1994,3,260.0,87.0,96.3,2.9,3,87.0,2,0,,0,0.0,3.0,7.0,-4.0,-1.38,7.62,aaab3072,Al-Zawra'a SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,7.0,3.0,,,0.0,,,,,,,,,,,,,,,
Sherzod Nasrullaev,DFMF,Uzbekistan,27,1998,3,180.0,60.0,66.7,2.0,3,60.0,1,0,,0,0.0,1.0,7.0,-6.0,-3.0,0.0,aeb0c7f7,FC Nasaf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Duckens Nazon,FWMF,Haiti,32,1994,1,24.0,24.0,8.9,0.3,0,,0,1,24.0,2,0.0,0.0,2.0,-2.0,-7.5,-6.04,20e87a42,Esteghlal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,3.75,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Khulumani Ndamane,DF,South Africa,22,2004,0,,,,,0,,0,0,,4,,,,,,,0ebbc4f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherif Ndiaye,FWMF,Senegal,30,1996,0,,,,,0,,0,0,,4,,,,,,,858a54c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliman Ndiaye,FW,Senegal,26,2000,3,114.0,38.0,29.2,1.3,1,72.0,0,2,21.0,1,1.0,6.0,1.0,5.0,3.95,5.25,5ed97752,Everton,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.79,1.58,2.37,0.79,2.37,3.0,2.0,66.7,2.37,1.58,0.33,0.5,0.0,2.0,1.0,0.0,2.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,
Dan Ndoye,MFFW,Switzerland,25,2000,6,406.0,68.0,67.7,4.5,5,79.0,0,1,11.0,0,1.83,4.0,1.0,3.0,0.67,0.2,8e697a8f,Nottingham,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,16.0,8.0,50.0,3.55,1.77,0.13,0.25,0.0,5.0,16.0,4.0,11.0,4.0,5.0,,,0.0,,,,,,,,,,,,,,,
Moutaz Neffati,DF,Tunisia,21,2004,0,,,,,0,,0,0,,2,,,,,,,f440d45f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Nelson,FWMF,Canada,23,2002,1,4.0,4.0,0.9,0.0,0,,0,1,4.0,4,0.0,0.0,1.0,-1.0,-22.5,-23.31,92305a81,Austin FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.5,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Ali Nemati,DF,IR Iran,30,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,3.0,0.0,0.0,,19a221f7,Foolad,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,3.0,0.0,1.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Abduvohid Nematov,GK,Uzbekistan,25,2001,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.0,1.0,8.0,-7.0,-3.5,-1.5,25e45f2a,FC Nasaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,8.0,4.0,13.0,5.0,38.5,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Pedro Neto,MF,Portugal,26,2000,5,350.0,70.0,77.8,3.9,5,70.0,1,0,,0,1.6,4.0,2.0,2.0,0.51,-2.19,7ba2eaa9,Chelsea,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,1.0,0.0,0.0,0.26,0.0,0.0,,0.0,4.0,4.0,0.0,13.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Manuel Neuer,GK,Germany,40,1986,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.75,11.0,5.0,6.0,1.38,,8778c910,Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,5.0,1.15,10.0,5.0,50.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
João Neves,MF,Portugal,21,2004,5,390.0,78.0,86.7,4.3,4,86.0,3,1,45.0,0,1.6,7.0,3.0,4.0,0.92,-0.58,c2a15a27,PSG,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,3.0,1.0,33.3,0.69,0.23,0.33,1.0,0.0,1.0,4.0,0.0,2.0,4.0,7.0,,,0.0,,,,,,,,,,,,,,,
Rúben Neves,MF,Portugal,29,1997,2,55.0,28.0,12.2,0.6,1,45.0,0,1,10.0,3,2.0,1.0,0.0,1.0,1.64,0.72,44bfb6c5,Al-Hilal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.27,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Neymar,FWMF,Brazil,34,1992,2,39.0,20.0,8.7,0.4,0,,0,2,20.0,1,1.5,1.0,2.0,-1.0,-2.31,-3.84,69384e5d,Santos,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.31,0.0,2.31,0.0,0.0,3.0,2.0,66.7,6.92,4.62,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Nathan Ngoy,DF,Belgium,23,2003,4,335.0,84.0,58.8,3.7,4,84.0,3,0,,1,1.25,6.0,4.0,2.0,0.54,-1.38,eb7abf2e,Lille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.0,0.0,,0.0,6.0,1.0,0.0,0.0,7.0,4.0,,,0.0,,,,,,,,,,,,,,,
